ticket_id,install,opened,category,body,first_response_h,resolved
T002222,I02342,2025-11-16,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",54,True
T002223,I02345,2024-12-11,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",30,True
T002224,I02346,2024-11-22,electrical,"intermittent contactor fault, panel resets on its own, no pattern found",1,True
T002225,I02348,2025-08-16,wear,"drive wear and vibration, continuous three shift operation since install",1,True
T002226,I02350,2026-01-29,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",3,True
T002227,I02350,2026-06-29,wear,"drive wear and vibration, continuous three shift operation since install",1,True
T002228,I02353,2025-12-05,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",8,True
T002229,I02354,2025-05-15,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",54,True
T002230,I02354,2025-09-17,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",4,True
T002231,I02357,2025-01-03,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",54,False
T002232,I02359,2024-08-24,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",1,True
T002233,I02359,2025-03-08,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",3,True
T002234,I02359,2025-07-12,wear,"drive wear and vibration, continuous three shift operation since install",18,True
T002235,I02361,2025-06-29,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",3,True
T002236,I02361,2025-04-28,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",1,True
T002237,I02362,2024-08-22,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",4,False
T002238,I02363,2025-07-04,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",4,False
T002239,I02363,2025-07-15,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",12,True
T002240,I02366,2026-03-11,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",30,True
T002241,I02366,2025-07-27,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",12,True
T002242,I02366,2025-12-21,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",96,True
T002243,I02366,2026-03-19,wear,"drive wear and vibration, continuous three shift operation since install",12,True
T002244,I02367,2025-11-28,user-error,"guard interlock left open, machine correctly refused to start, user error",96,True
T002245,I02368,2025-01-08,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",12,True
T002246,I02370,2024-11-24,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",1,True
T002247,I02373,2025-01-23,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",96,True
T002248,I02375,2025-04-18,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",96,True
T002249,I02376,2025-03-24,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",12,True
T002250,I02379,2024-10-15,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",54,True
T002251,I02379,2025-04-06,wear,"drive wear and vibration, continuous three shift operation since install",12,True
T002252,I02379,2024-07-01,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",54,False
T002253,I02380,2026-02-09,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",8,True
T002254,I02382,2026-03-16,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",8,True
T002255,I02384,2025-07-02,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",12,True
T002256,I02384,2024-12-08,wear,"drive wear and vibration, continuous three shift operation since install",30,True
T002257,I02384,2025-09-01,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",54,True
T002258,I02385,2025-04-18,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",12,True
T002259,I02385,2025-09-01,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",54,True
T002260,I02389,2026-07-07,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",18,True
T002261,I02390,2026-05-17,user-error,"guard interlock left open, machine correctly refused to start, user error",1,True
T002262,I02393,2025-08-03,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",96,True
T002263,I02393,2025-04-01,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",12,True
T002264,I02393,2025-08-25,user-error,"guard interlock left open, machine correctly refused to start, user error",30,False
T002265,I02394,2025-09-07,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",40,True
T002266,I02395,2025-07-20,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",30,True
T002267,I02396,2026-03-10,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",3,False
T002268,I02397,2024-12-31,user-error,"wrong operating mode selected, user error, showed the team the correct sequence",96,True
T002269,I02398,2025-09-02,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",30,True
T002270,I02399,2026-02-02,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",8,True
T002271,I02400,2026-01-05,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",1,False
T002272,I02401,2024-08-24,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",3,True
T002273,I02402,2026-01-13,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",3,True
T002274,I02402,2026-04-02,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",40,False
T002275,I02402,2026-04-04,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",1,True
T002276,I02405,2024-09-25,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",30,False
T002277,I02406,2024-11-07,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",1,False
T002278,I02406,2025-03-15,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",1,True
T002279,I02407,2025-08-25,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",1,True
T002280,I02408,2026-01-27,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",8,True
T002281,I02410,2025-02-01,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",4,True
T002282,I02410,2025-05-22,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",4,True
T002283,I02410,2025-06-27,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",12,True
T002284,I02410,2024-07-21,wear,"drive wear and vibration, continuous three shift operation since install",54,True
T002285,I02410,2024-12-31,electrical,"control board error code 21, replaced the relay, fault cleared",4,True
T002286,I02412,2025-12-15,user-error,"guard interlock left open, machine correctly refused to start, user error",1,True
T002287,I02416,2025-06-30,electrical,"control board error code 21, replaced the relay, fault cleared",3,True
T002288,I02417,2025-02-25,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",1,True
T002289,I02417,2025-08-09,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",3,True
T002290,I02419,2025-03-28,user-error,"wrong operating mode selected, user error, showed the team the correct sequence",4,True
T002291,I02420,2025-01-18,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",96,True
T002292,I02421,2025-05-03,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",3,False
T002293,I02422,2025-02-13,electrical,"intermittent contactor fault, panel resets on its own, no pattern found",96,True
T002294,I02423,2024-09-29,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",12,True
T002295,I02423,2025-04-13,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",12,True
T002296,I02424,2025-04-29,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",3,True
T002297,I02424,2024-08-03,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",8,True
T002298,I02424,2025-03-22,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",3,True
T002299,I02424,2025-05-12,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",18,True
T002300,I02426,2026-01-17,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",8,True
T002301,I02427,2025-08-04,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",12,True
T002302,I02431,2025-09-17,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",12,False
T002303,I02437,2025-08-12,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",1,True
T002304,I02439,2026-06-04,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",96,True
T002305,I02439,2025-12-29,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",12,True
T002306,I02439,2025-09-03,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",30,True
T002307,I02440,2025-03-27,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",30,True
T002308,I02440,2025-04-13,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",4,True
T002309,I02441,2025-01-17,user-error,"guard interlock left open, machine correctly refused to start, user error",3,True
T002310,I02443,2025-09-17,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",54,True
T002311,I02444,2025-04-27,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",1,True
T002312,I02446,2025-02-22,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",12,True
T002313,I02446,2024-11-05,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",96,True
T002314,I02449,2025-04-06,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",30,True
T002315,I02450,2025-08-13,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",8,True
T002316,I02450,2025-08-30,wear,"drive wear and vibration, continuous three shift operation since install",8,True
T002317,I02451,2024-12-06,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",18,True
T002318,I02451,2024-11-02,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",1,False
T002319,I02452,2025-02-12,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",40,False
T002320,I02452,2024-09-06,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",18,True
T002321,I02452,2024-09-22,user-error,"guard interlock left open, machine correctly refused to start, user error",3,True
T002322,I02453,2025-01-10,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",40,True
T002323,I02455,2024-11-18,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",96,True
T002324,I02455,2024-08-27,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",30,True
T002325,I02455,2024-10-20,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",96,True
T002326,I02456,2026-03-03,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",96,True
T002327,I02456,2025-09-03,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",54,True
T002328,I02456,2025-04-18,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",30,True
T002329,I02457,2025-11-25,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",1,True
T002330,I02457,2025-11-26,electrical,"intermittent contactor fault, panel resets on its own, no pattern found",3,True
T002331,I02458,2025-05-30,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",96,True
T002332,I02458,2025-09-14,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",4,True
T002333,I02459,2025-05-08,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",12,True
T002334,I02459,2024-10-23,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",4,True
T002335,I02464,2026-03-12,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",40,True
T002336,I02464,2026-02-10,electrical,"control board error code 21, replaced the relay, fault cleared",1,True
T002337,I02467,2026-02-15,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",96,True
T002338,I02468,2026-01-21,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",3,True
T002339,I02468,2025-06-21,electrical,"control board error code 21, replaced the relay, fault cleared",40,True
T002340,I02469,2025-06-02,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",1,True
T002341,I02469,2025-02-05,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",8,True
T002342,I02472,2025-05-21,wear,"drive wear and vibration, continuous three shift operation since install",4,True
T002343,I02472,2025-01-21,electrical,"control board error code 21, replaced the relay, fault cleared",54,True
T002344,I02473,2024-07-08,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",3,True
T002345,I02475,2025-10-20,wear,"drive wear and vibration, continuous three shift operation since install",1,True
T002346,I02475,2026-01-12,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",1,True
T002347,I02476,2025-10-17,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",40,False
T002348,I02476,2024-12-25,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",40,True
T002349,I02478,2025-05-07,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",54,True
T002350,I02478,2025-03-06,wear,"drive wear and vibration, continuous three shift operation since install",4,True
T002351,I02479,2024-07-14,wear,"drive wear and vibration, continuous three shift operation since install",12,True
T002352,I02479,2024-10-02,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",12,True
T002353,I02482,2025-07-08,wear,"drive wear and vibration, continuous three shift operation since install",54,True
T002354,I02484,2025-11-10,wear,"drive wear and vibration, continuous three shift operation since install",40,True
T002355,I02485,2026-04-04,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",4,True
T002356,I02485,2025-09-20,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",96,False
T002357,I02486,2025-01-28,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",4,True
T002358,I02486,2024-09-08,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",4,True
T002359,I02488,2024-07-09,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",96,True
T002360,I02489,2024-11-18,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",1,True
T002361,I02489,2024-08-02,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",1,False
T002362,I02490,2025-03-01,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",96,True
T002363,I02490,2025-03-11,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",54,True
T002364,I02490,2025-04-28,electrical,"intermittent contactor fault, panel resets on its own, no pattern found",96,True
T002365,I02491,2025-06-29,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",54,True
T002366,I02493,2025-09-01,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",96,True
T002367,I02496,2025-08-03,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",4,True
T002368,I02497,2026-05-27,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",12,True
T002369,I02497,2025-10-07,wear,"drive wear and vibration, continuous three shift operation since install",4,True
T002370,I02499,2026-02-15,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",54,True
T002371,I02499,2026-01-24,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",30,True
T002372,I02499,2026-02-09,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",30,False
T002373,I02500,2026-02-03,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",1,True
T002374,I02501,2025-01-09,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",3,True
T002375,I02504,2025-12-10,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",96,True
T002376,I02507,2025-05-25,electrical,"intermittent contactor fault, panel resets on its own, no pattern found",3,True
T002377,I02508,2025-01-26,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",1,True
T002378,I02509,2024-12-20,user-error,"guard interlock left open, machine correctly refused to start, user error",4,True
T002379,I02511,2026-02-27,user-error,"wrong operating mode selected, user error, showed the team the correct sequence",30,True
T002380,I02513,2025-04-22,electrical,"control board error code 21, replaced the relay, fault cleared",8,False
T002381,I02514,2026-08-06,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",1,True
T002382,I02514,2025-10-20,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",3,True
T002383,I02514,2026-01-03,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",1,False
T002384,I02516,2024-07-08,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",3,True
T002385,I02518,2024-12-18,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",8,True
T002386,I02522,2024-12-03,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",54,True
T002387,I02522,2024-09-29,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",12,True
T002388,I02523,2025-08-05,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",8,True
T002389,I02523,2025-09-19,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",1,True
T002390,I02524,2025-04-12,user-error,"guard interlock left open, machine correctly refused to start, user error",54,True
T002391,I02524,2025-05-09,user-error,"wrong operating mode selected, user error, showed the team the correct sequence",96,True
T002392,I02525,2025-04-18,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",30,True
T002393,I02525,2025-09-05,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",96,True
T002394,I02525,2025-08-16,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",30,True
T002395,I02526,2025-11-04,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",3,True
T002396,I02526,2026-07-22,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",1,True
T002397,I02526,2025-09-23,electrical,"control board error code 21, replaced the relay, fault cleared",18,True
T002398,I02529,2024-09-15,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",1,True
T002399,I02529,2025-07-21,wear,"drive wear and vibration, continuous three shift operation since install",8,True
T002400,I02531,2025-02-06,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",54,True
T002401,I02531,2025-07-11,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",12,False
T002402,I02532,2025-03-30,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",30,True
T002403,I02532,2024-12-14,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",54,False
T002404,I02532,2024-11-12,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",54,False
T002405,I02533,2025-02-13,user-error,"guard interlock left open, machine correctly refused to start, user error",30,False
T002406,I02533,2025-10-08,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",54,True
T002407,I02534,2024-10-29,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",1,True
T002408,I02535,2025-08-13,user-error,"guard interlock left open, machine correctly refused to start, user error",3,True
T002409,I02537,2026-04-11,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",1,True
T002410,I02539,2025-06-21,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",4,False
T002411,I02540,2026-05-22,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",3,True
T002412,I02547,2025-06-27,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",54,True
T002413,I02550,2025-08-05,wear,"drive wear and vibration, continuous three shift operation since install",3,True
T002414,I02553,2025-08-15,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",12,True
T002415,I02553,2024-12-23,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",54,True
T002416,I02556,2026-01-19,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",1,True
T002417,I02556,2026-08-08,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",8,True
T002418,I02557,2025-07-22,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",54,True
T002419,I02557,2025-12-20,user-error,"wrong operating mode selected, user error, showed the team the correct sequence",96,True
T002420,I02561,2025-07-09,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",54,True
T002421,I02562,2024-05-29,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",12,True
T002422,I02563,2025-12-22,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",1,True
T002423,I02563,2025-07-10,user-error,"guard interlock left open, machine correctly refused to start, user error",3,True
T002424,I02564,2026-01-11,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",8,True
T002425,I02564,2026-02-11,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",3,True
T002426,I02566,2026-01-16,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",54,True
T002427,I02566,2025-11-15,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",54,True
T002428,I02566,2026-08-13,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",12,True
T002429,I02566,2025-08-27,electrical,"control board error code 21, replaced the relay, fault cleared",4,True
T002430,I02567,2025-02-13,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",96,True
T002431,I02568,2025-10-17,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",12,True
T002432,I02568,2025-02-12,wear,"drive wear and vibration, continuous three shift operation since install",4,True
T002433,I02569,2025-10-08,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",18,True
T002434,I02572,2024-08-30,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",30,True
T002435,I02575,2024-06-17,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",3,True
T002436,I02575,2024-11-30,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",3,True
T002437,I02575,2025-03-10,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",40,True
T002438,I02576,2025-11-09,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",30,False
T002439,I02578,2025-02-04,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",4,True
T002440,I02579,2024-08-19,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",4,True
T002441,I02579,2025-04-07,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",30,True
T002442,I02580,2025-03-21,wear,"drive wear and vibration, continuous three shift operation since install",54,True
T002443,I02581,2026-02-24,electrical,"control board error code 21, replaced the relay, fault cleared",3,True
T002444,I02582,2025-02-17,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",30,True
T002445,I02583,2025-05-10,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",18,True
T002446,I02583,2025-02-18,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",8,True
T002447,I02583,2025-09-16,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",3,True
T002448,I02583,2025-12-06,wear,"drive wear and vibration, continuous three shift operation since install",3,True
T002449,I02584,2025-01-18,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",18,True
T002450,I02585,2026-01-13,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",40,True
T002451,I02586,2026-05-10,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",30,True
T002452,I02586,2026-02-06,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",54,True
T002453,I02586,2025-09-28,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",30,True
T002454,I02586,2025-05-27,electrical,"intermittent contactor fault, panel resets on its own, no pattern found",54,True
T002455,I02590,2025-08-16,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",3,True
T002456,I02591,2026-05-24,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",18,True
T002457,I02592,2025-09-26,electrical,"intermittent contactor fault, panel resets on its own, no pattern found",12,True
T002458,I02593,2025-08-25,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",8,False
T002459,I02595,2025-08-15,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",3,True
T002460,I02595,2025-01-04,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",3,True
T002461,I02599,2025-03-20,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",96,True
T002462,I02599,2025-05-03,electrical,"intermittent contactor fault, panel resets on its own, no pattern found",4,True
T002463,I02600,2025-06-13,electrical,"intermittent contactor fault, panel resets on its own, no pattern found",12,True
T002464,I02602,2025-04-07,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",54,True
T002465,I02603,2026-03-07,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",3,True
T002466,I02603,2025-08-04,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",3,True
T002467,I02603,2026-04-11,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",3,True
T002468,I02604,2024-11-10,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",30,False
T002469,I02604,2024-07-16,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",30,True
T002470,I02605,2025-02-21,electrical,"control board error code 21, replaced the relay, fault cleared",8,False
T002471,I02606,2026-05-23,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",96,True
T002472,I02606,2025-10-28,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",96,True
T002473,I02609,2025-04-08,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",30,True
T002474,I02611,2024-12-18,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",3,True
T002475,I02612,2024-04-13,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",3,True
T002476,I02612,2024-12-11,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",1,True
T002477,I02614,2026-01-05,wear,"drive wear and vibration, continuous three shift operation since install",12,True
T002478,I02616,2025-07-16,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",3,True
T002479,I02620,2025-09-26,user-error,"guard interlock left open, machine correctly refused to start, user error",54,True
T002480,I02626,2024-10-30,wear,"drive wear and vibration, continuous three shift operation since install",30,True
T002481,I02626,2025-03-07,electrical,"intermittent contactor fault, panel resets on its own, no pattern found",54,True
T002482,I02628,2025-03-21,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",30,True
T002483,I02628,2025-11-29,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",4,True
T002484,I02630,2025-05-21,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",12,True
T002485,I02630,2025-11-11,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",30,True
T002486,I02630,2025-09-21,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",30,True
T002487,I02632,2025-10-11,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",96,False
T002488,I02632,2025-07-16,user-error,"guard interlock left open, machine correctly refused to start, user error",12,True
T002489,I02633,2025-11-05,electrical,"intermittent contactor fault, panel resets on its own, no pattern found",1,True
T002490,I02634,2024-12-23,electrical,"control board error code 21, replaced the relay, fault cleared",18,True
T002491,I02636,2025-03-24,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",8,True
T002492,I02636,2024-08-30,user-error,"guard interlock left open, machine correctly refused to start, user error",18,True
T002493,I02637,2024-09-21,electrical,"control board error code 21, replaced the relay, fault cleared",1,True
T002494,I02638,2024-11-13,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",12,True
T002495,I02638,2024-06-09,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",30,True
T002496,I02639,2025-04-13,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",54,True
